train_fraction,classifier,n_folds_used,mean_top1_accuracy,std_top1_accuracy,mean_top2_accuracy,std_top2_accuracy,mean_top3_accuracy,std_top3_accuracy,mean_f1_macro,std_f1_macro,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_specificity_macro,std_specificity_macro,mean_balanced_accuracy,std_balanced_accuracy
0.1,Logistic Regression,50,0.7749376114081997,0.05718667735402141,,,,,0.7651121238422178,0.06303330704978848,0.772806088280333,0.05966776040171888,0.7734416110855536,0.05849680576356161,0.7670641989589357,0.06447937972927348,0.7670641989589357,0.06447937972927348,0.7670641989589357,0.06447937972927348
0.1,k-Nearest Neighbours,50,0.755204991087344,0.07383204745732128,,,,,0.7409197536956503,0.07898831151730344,0.7508848361960938,0.07560895413812485,0.7577936771924725,0.08261565197839295,0.7398337189126662,0.07698292786823262,0.7398337189126662,0.07698292786823262,0.7398337189126662,0.07698292786823262
0.3,Logistic Regression,50,0.8005663366336634,0.046215372398316405,,,,,0.7942943832604957,0.04668101173794721,0.800324292968017,0.04572728192296209,0.7973861654225581,0.047975392079133636,0.7948947813933346,0.0455651323571104,0.7948947813933346,0.0455651323571104,0.7948947813933346,0.0455651323571104
0.3,k-Nearest Neighbours,50,0.7720396039603961,0.044470386099093186,,,,,0.7595382042473122,0.04800271800183079,0.7688458083341644,0.0457226910713592,0.7705516622047699,0.04755810373837588,0.7565559972331793,0.04747988159148057,0.7565559972331793,0.04747988159148057,0.7565559972331793,0.04747988159148057
0.5,Logistic Regression,50,0.8119760479041916,0.028138381870656173,,,,,0.8062487058087726,0.02876444597500154,0.8118092757349626,0.02805036073651023,0.8081441940694541,0.02901088269962525,0.8068641864634692,0.02842862254779788,0.8068641864634692,0.02842862254779788,0.8068641864634692,0.02842862254779788
0.5,k-Nearest Neighbours,50,0.7835928143712575,0.02834592372626829,,,,,0.7726841966507407,0.030059815250945275,0.7811196553852077,0.028859249724463878,0.7815410161537746,0.029654981302234665,0.769160356388185,0.029904920968658624,0.769160356388185,0.029904920968658624,0.769160356388185,0.029904920968658624
0.7,Logistic Regression,50,0.8121444554491766,0.024168175449294223,,,,,0.8066873523108841,0.025008333802193188,0.8121976192425902,0.02419775238276818,0.8071669432957654,0.024899004503048824,0.8076075999573582,0.025712065018923626,0.8076075999573582,0.025712065018923626,0.8076075999573582,0.025712065018923626
0.7,k-Nearest Neighbours,50,0.7902494405927882,0.02699945006793148,,,,,0.7799830659688329,0.02829821130451834,0.7880941076622346,0.02727275951782319,0.7879954830916432,0.028845397775219564,0.7763450974490179,0.027833043337292245,0.7763450974490179,0.027833043337292245,0.7763450974490179,0.027833043337292245
1.0,Logistic Regression,50,0.812803288944499,0.022481422149748447,,,,,0.8073977342266072,0.022741906697391803,0.8128900305171355,0.022279261893438325,0.8076785933620029,0.023295333497261813,0.8080378310415622,0.02247934777054063,0.8080378310415622,0.02247934777054063,0.8080378310415622,0.02247934777054063
1.0,k-Nearest Neighbours,50,0.7985637679864152,0.02358098913159551,,,,,0.7890224431242978,0.02541076659232916,0.7966865114126276,0.02419474568760029,0.796050083884768,0.024661266360204572,0.7855808889711656,0.0257337451753748,0.7855808889711656,0.0257337451753748,0.7855808889711656,0.0257337451753748
